,source,target,numVisited,pathLength,uniqueVisited,performance
1315,1580034945,1580034967,13,7,12,0.46153846153846156
1316,1580034737,1580035042,22,10,21,0.5454545454545454
1317,1580035350,3249304311,19,4,18,0.7894736842105263
1318,1580034879,1580034905,3,3,3,0.0
1319,1580035021,1580035160,9,3,8,0.6666666666666667
1320,1580034896,1580035065,13,8,11,0.3846153846153846
1321,444336009,1580034899,52,11,44,0.7884615384615384
1322,1580034920,1580035728,60,9,50,0.85
1323,1580034905,1580035031,4,3,4,0.25
1324,1580035284,3994361363,21,9,20,0.5714285714285714
1325,1580034905,3994361361,14,5,12,0.6428571428571428
