,source,target,dist
0,1344566969,1580034817,0.21073699712162797
1,1580035065,1580035137,1.0948418807914089
2,1580034900,1580035061,0.3063295496925593
3,444336014,1580034875,0.3789209451770533
4,1344566966,1580034918,1.0281181566943665
5,1580035042,1580035198,0.3697790060531877
6,3994361361,3994361363,0.055684545724039664
7,1580034888,1580035240,0.5338376062654796
8,444336014,1580035031,0.36960687749227816
9,1580034899,1580035031,1.08409436470217
10,1344566973,3994361363,0.1976351448270586
11,1580035021,3994361363,0.07425530490662026
12,1580034817,3994361361,0.47002285484780965
13,444336013,1580034964,0.23089803295305672
14,1344566974,1580034918,1.3211125242653456
15,1580035284,1580035728,1.7971359720004205
16,1344566974,1580035175,0.5503782046991097
17,444336013,1580035137,1.0793617855469386
18,1580035728,3994361361,1.60135790309162
19,1344566973,6051095782,0.6810218698899335
20,1580035042,6051095781,0.3018150000478135
21,1580034886,1580034900,0.2923335851510428
22,1580034884,1580034905,0.1947720730972622
23,1580034896,1580034967,0.2465942451684469
24,1580034694,1580035350,1.1455844242777773
25,1580034918,1580035688,0.9586155126084169
26,1580034964,1580034967,0.03491627858051313
27,444336009,1344566969,0.4016486091056009
28,1580034817,3249304309,0.8163694261425031
29,444336013,1580034737,0.5158645156971684
30,1580034913,3249304308,0.5026039226186492
31,1580034694,1580034913,0.6709207921738881
32,1580034888,1580035175,0.49774033450317
33,1580034883,1580035042,0.3530289845371177
34,1580035021,3994361361,0.018570759182580592
35,1344566974,1580034817,0.4686410450116187
36,1580035031,1580035350,0.45291805724230916
37,1580034694,1580034883,0.5153787306474902
38,1580034899,1580034920,1.0788559188318207
39,444336014,1580035137,1.1709466114580245
40,1580034888,1580035137,0.9079991967333825
41,1580034994,6051095782,0.39932774234266966
42,1580034744,1580034884,0.26910387958650894
43,1580034879,1580034886,0.06290916393332888
44,1580034913,1580035688,1.3954146863913246
45,1580034994,3994361363,0.2062788673940692
46,1580034920,1580035137,0.939843936771442
47,1580034527,3994361361,1.5750595277939812
48,1580034879,3249304309,0.7709542616162871
49,1580034737,1580034967,0.473174720052021
50,1580035042,3249304309,0.24726554655599436
51,1580034879,1580034918,1.268842817935796
52,1580034888,1580035350,0.6793072781693171
53,1580034817,1580034879,0.12967687644038137
54,444336013,1344566966,0.40062540043797157
55,1580034900,3249304309,0.5476652673252178
56,1580034694,6051095782,1.203368938444914
57,1580034883,3249304308,0.6789132950187908
58,1344566966,1344566973,0.06816386638998594
59,1580034883,1580035137,1.0412735600967746
60,444336014,1580034920,0.36436843162192917
61,444336014,1580034905,0.5256194237518289
62,1580034875,1580034879,0.25200673213927116
63,1580035284,6051095781,0.29330419898061644
64,1580034964,1580035042,0.22372983466095453
65,1344566973,1580034737,0.4812580685262926
66,1580034748,1580034896,0.278050739674677
67,1580034918,3249304309,1.66884090539623
68,1344566974,1580035137,0.971730752679946
69,1580034694,3249304311,1.3522238053799736
70,1580034884,3249304311,0.8607078308932516
71,1580034899,1580034964,1.0369703460740343
72,3249304308,3994361363,0.5738641905654422
73,1580034896,1580035240,0.6748864429632887
74,1580034773,1580034913,0.33047823051839387
75,1580034773,1580034964,0.34697866562114504
76,1344566966,6051095781,0.6952722021936828
77,444336009,6051095782,0.8266990523366453
78,1580034899,1580034994,0.8568397196216997
79,1580034744,1580034905,0.4002448050644048
80,1580035137,1580035198,1.441972593308024
81,3249304309,3249304311,0.2573178545131153
82,1580034913,1580035137,1.0287397320532068
83,1580035160,1580035350,0.24171153165731113
84,1580034744,1580034918,1.5722653074885486
85,1580034744,1580035175,0.8384592581259024
86,1580034737,1580035175,0.817899457795033
87,444336014,1580035198,0.4704302257752957
88,3249304311,3994361361,0.6968787354288392
89,1580034964,1580035065,0.24827632371644687
90,1580034773,3994361363,0.5189044973367887
91,1580034773,1580035175,0.7266196819446702
92,1580034918,1580035021,1.2196618630047908
93,444336014,1580034899,0.9157899266541076
94,444336013,1580034899,0.8242051007430216
95,1580034945,1580035065,0.15995524657416352
96,444336009,1580035175,0.8556252569975041
97,1580034527,1580034744,1.0
98,1580034748,1580034994,0.45071768047201477
99,1580034899,1580034900,1.1136402321823033
100,1580035284,1580035350,0.43441710575387527
101,1580034899,1580035021,1.0260048004743099
102,1580034744,1580034964,0.45881824180237724
103,1580034773,3994361361,0.463219951612749
104,1580034899,1580035175,1.355445478278332
105,1580034945,6051095781,0.4372237575664846
106,1580034905,1580035350,0.6197813967276448
107,1580034913,1580035728,1.860733650177388
108,1580035065,3249304311,0.4800369120136173
109,1580034744,1580034900,0.33127384697770934
110,444336009,1580034913,0.2942509060656192
111,1580035021,6051095782,0.5684928231952799
112,1344566966,1580035688,1.1350482438105436
113,1580034748,6051095781,0.7961318887284481
114,1580035350,3994361363,0.5796840484637525
115,1580034913,1580035198,0.5464986181901639
116,1344566966,1580034527,1.5438899142226004
117,1580034527,1580034964,1.4588182418023774
118,1580034900,1580035728,1.8080020655427307
119,1580034879,3249304308,0.8495730255419658
120,1580034748,3249304308,0.8202011991623077
121,1580035065,1580035350,0.4367790921174682
122,1580034879,1580035240,0.5711340403354594
123,1580034967,1580035688,1.1802224283514864
124,1580034737,3249304311,1.019110095340097
125,1580034737,1580035688,1.6059269601139872
126,1580035042,3994361361,0.19229533435972956
127,1580034883,1580034886,0.24205483250934753
128,1580034964,1580035175,0.4271112046130454
129,1580034879,1580034899,1.3388274219922924
130,444336013,1580034900,0.3075679190613256
131,1580034899,1580035137,1.885434098667916
132,1580034875,1580034900,0.13812647624147728
133,1344566969,1580034967,0.2944756294645845
134,1580034896,1580035350,0.5431985311696136
135,444336013,1580034918,1.4287435571323384
136,1580034884,1580034945,0.5033928451894849
137,444336009,444336013,0.46190412439157336
138,3249304308,3249304309,0.07861876392567871
139,1580035160,1580035728,1.3134910540961815
140,1580034900,1580035042,0.30039972076922344
141,1580034527,1580034900,1.3312738469777095
142,1344566969,1580034945,0.7003901580713949
143,1580034744,1580035350,0.815068899237853
144,1580034694,1580034773,0.3612098725292379
145,1580034964,1580035198,0.5935088407141422
146,1580034773,1580034994,0.46359863444675015
147,1580034737,1580035350,0.8414590764346437
148,1344566966,1580035350,0.5285876851577367
149,1580034905,3249304309,0.6741319461046351
150,1344566969,1580035175,0.4614900595756074
151,1580034527,1580034879,1.3034224895527526
152,1580034744,3994361361,0.5750595277939812
153,1580034888,3249304311,0.9909756820594227
154,1580034773,1580035160,0.6664750939535061
155,1580034883,1580035175,0.6199210121159381
156,1344566969,1580035728,1.76003174815679
157,1580034896,1580034905,0.21673567746932765
158,1580034748,3994361361,0.5342899218727586
159,444336009,1580035061,0.4769003471259312
160,1580035031,1580035042,0.27085385328908995
161,1580034886,3249304311,1.0758561005230796
162,1580034888,1580034967,0.2277461677488453
163,1580034744,1580035021,0.5564887686114006
164,1580035688,3249304309,1.4763696173964598
165,1580034694,1580034896,0.6313742553049067
166,1580034888,1580034905,0.05952588144167232
167,444336009,1580035284,0.9569908102473871
168,1580034737,1580034899,1.3296654012029872
