,source,target,pathDistance,trueDistance,stretch
0,1580034748.0,1580034964.0,0.41804863588115476,0.4180486358811547,1.0000000000000002
1,1580034899.0,1580035065.0,0.7905922178765074,0.7905922178765074,1.0
2,1580034899.0,1580034945.0,0.9505474644506708,0.9505474644506708,1.0
3,1580034744.0,1580034875.0,0.20796859610033183,0.2079685961003318,1.0000000000000002
4,1580034994.0,3994361361.0,0.15059432167002954,0.1505943216700295,1.0000000000000002
5,1580034884.0,1580034964.0,0.18971436221586835,0.1897143622158683,1.0000000000000002
6,1580034888.0,1580035160.0,0.43759574651200595,0.4375957465120059,1.0000000000000002
7,444336009.0,1344566973.0,0.5679458368795004,0.5189838677287637,1.094341986707621
8,1580034900.0,3994361361.0,0.24378568081627186,0.2437856808162718,1.0000000000000002
9,444336013.0,1580035021.0,0.2199324873533321,0.2199324873533321,1.0
10,3249304309.0,3994361363.0,0.49524542663976356,0.4952454266397635,1.0000000000000002
11,1580034905.0,1580035031.0,0.1668633394853356,0.1668633394853356,1.0
12,1580034744.0,1580034913.0,0.45633385290658196,0.3114169049372208,1.4653470819080143
13,1580034875.0,1580034883.0,0.07286106356325248,0.0728610635632524,1.0000000000000009
14,444336014.0,1580035350.0,0.23105294865787535,0.2310529486578753,1.0000000000000002
15,1580035042.0,1580035061.0,0.005929828923335851,0.0059298289233358,1.0000000000000087
16,1580034527.0,1580034748.0,1.0407696059212226,1.0407696059212226,1.0
17,1580034748.0,1580034920.0,0.3266684517035946,0.3266684517035946,1.0
18,1580034899.0,3994361363.0,1.063118587015769,1.063118587015769,1.0
19,3249304309.0,3994361361.0,0.4395608809157239,0.4395608809157239,1.0
20,1580034737.0,1580035160.0,0.8213860174232355,0.757754869803869,1.083973261215512
21,1580034888.0,1580035031.0,0.22638922092700792,0.2263892209270079,1.0000000000000002
22,1580035175.0,1580035688.0,0.9083166783012823,0.8332227247951192,1.090124706481845
23,1580034748.0,3994361361.0,0.5342899218727586,0.5342899218727586,1.0
24,1580035240.0,1580035350.0,0.1454696719038375,0.1454696719038375,1.0
25,1344566966.0,1580034994.0,0.36673041798552203,0.3498579939372495,1.0482264928646987
26,1580035728.0,3994361363.0,1.6570424488156597,1.6570424488156597,1.0
27,1580034773.0,1580034883.0,0.15416885811825232,0.1541688581182523,1.0000000000000002
28,1580034748.0,1580034884.0,0.22833427366528644,0.2283342736652864,1.0000000000000002
29,1580034737.0,1580035031.0,0.5940185325083912,0.546548344218871,1.086854509379888
30,1580034527.0,1580034896.0,1.4154074187409753,1.2718703680682395,1.1128550945728415
31,1344566966.0,3994361361.0,0.2101144654930049,0.2101144654930049,1.0
32,1580034945.0,1580035065.0,0.15995524657416352,0.1599552465741635,1.0000000000000002
33,1580035198.0,6051095781.0,0.17706291298901247,0.1770629129890124,1.0000000000000004
34,1580035061.0,3994361361.0,0.1982251632830654,0.1982251632830654,1.0
35,1580034527.0,1580034744.0,1.0,1.0,1.0
36,1580034883.0,1580035031.0,0.34856989853977605,0.348569898539776,1.0000000000000002
37,3249304308.0,3249304309.0,0.07861876392567871,0.0786187639256787,1.0000000000000002
38,1344566969.0,1580034694.0,0.5527067216203034,0.5100408327197269,1.0836519081679523
39,1580034875.0,1580034905.0,0.27072858194753907,0.270728581947539,1.0000000000000002
40,1580034817.0,1580034905.0,0.2264991919520335,0.2264991919520335,1.0
41,444336009.0,1580034744.0,0.017165998871601657,0.0171659988716016,1.0000000000000033
42,1344566974.0,3994361361.0,0.2395082860776682,0.2074579480363,1.1544907695498858
43,1580034899.0,1580035021.0,1.0260048004743099,1.02600480047431,0.9999999999999998
44,444336009.0,1580034913.0,0.4539890793990801,0.2942509060656192,1.5428638282522011
45,1580034888.0,1580034967.0,0.2277461677488453,0.2277461677488453,1.0
46,1580034879.0,1580034900.0,0.22942442121771395,0.2294244212177139,1.0000000000000002
47,1344566974.0,1580034920.0,0.21464718426362445,0.1651525728438507,1.2996902232129932
48,1580034896.0,1580035021.0,0.30934849339695714,0.3093484933969571,1.0000000000000002
49,1344566966.0,1580035137.0,0.6787363851089669,0.6787363851089669,1.0
50,1580034884.0,1580034994.0,0.45654996987750185,0.3125252216155221,1.4608420002631446
51,1580034527.0,1580035160.0,1.8666759106079007,1.7783146701347383,1.0496881918352883
52,1344566969.0,1580035175.0,0.4614900595756074,0.4614900595756074,1.0
53,1580034918.0,3994361361.0,1.2382326221873714,1.2382326221873714,1.0
54,1580035137.0,3994361361.0,0.8888508506019718,0.8888508506019718,1.0
55,1344566966.0,1344566973.0,0.06816386638998594,0.0681638663899859,1.0000000000000007
56,1344566969.0,1580034994.0,0.5263949585457048,0.5095225344974323,1.0331141861368598
57,1580034875.0,1580034994.0,0.5325064787277787,0.2365687127652453,2.2509590237158785
58,1580034817.0,1580035160.0,0.6045690570223672,0.6045690570223672,1.0
59,1580034896.0,1580034920.0,0.12029778241037362,0.1202977824103736,1.0000000000000002
60,1580034527.0,1580035021.0,1.5564887686114006,1.5564887686114006,1.0
61,3249304311.0,3994361363.0,0.7525632811528788,0.7525632811528788,1.0
62,1580034920.0,1580034964.0,0.09138018417756016,0.0913801841775601,1.0000000000000007
63,1580035284.0,3994361361.0,0.9584166084935882,0.6783156264045213,1.4129360598306866
64,1580034967.0,1580035021.0,0.06275424822851022,0.0627542482285102,1.0000000000000004
65,1580034737.0,1580034748.0,0.02020980559035315,0.0202098055903531,1.0000000000000024
66,1580034527.0,1580034913.0,1.4563338529065821,1.311416904937221,1.1105041024130295
