,source,target,pathDistance,trueDistance,stretch
0,1344566969.0,1580034817.0,0.21073699712162797,0.2107369971216279,1.0000000000000002
1,1580035065.0,1580035137.0,1.1117143048396814,1.0948418807914089,1.0154108317778967
2,1580034900.0,1580035061.0,1.1685607183498607,0.3063295496925593,3.8147175795565924
3,444336014.0,1580034875.0,1.1054019680032132,0.3789209451770533,2.917236384192768
4,1344566966.0,1580034918.0,1.0281181566943665,1.0281181566943665,1.0
5,1580035042.0,1580035198.0,0.3697790060531877,0.3697790060531877,1.0
6,3994361361.0,3994361363.0,0.055684545724039664,0.0556845457240396,1.000000000000001
7,1580034888.0,1580035240.0,0.6123808248783147,0.5338376062654796,1.1471294223018362
8,444336014.0,1580035031.0,0.6839710059001846,0.3696068774922781,1.8505364687497574
9,1580034899.0,1580035031.0,1.08409436470217,1.08409436470217,1.0
10,1344566973.0,3994361363.0,0.20365677564954623,0.1976351448270586,1.0304684211290298
11,1580035021.0,3994361363.0,0.07425530490662026,0.0742553049066202,1.0000000000000007
12,1580034817.0,3994361361.0,0.47604448567029733,0.4700228548478096,1.0128113574911959
13,444336013.0,1580034964.0,0.3176030141623555,0.2308980329530567,1.3755119959247404
14,1344566974.0,1580034918.0,1.3211125242653456,1.3211125242653456,1.0
15,1580035284.0,1580035728.0,1.7971359720004205,1.7971359720004203,1.0000000000000002
16,1344566974.0,1580035175.0,0.7254195633672171,0.5503782046991097,1.3180383183302145
17,444336013.0,1580035137.0,1.096234209595211,1.0793617855469386,1.0156318523355194
18,1580035728.0,3994361361.0,1.60135790309162,1.60135790309162,1.0
19,1344566973.0,6051095782.0,0.6810218698899335,0.6810218698899335,1.0
20,1580035042.0,6051095781.0,0.3018150000478135,0.3018150000478135,1.0
21,1580034886.0,1580034900.0,0.4801545331969055,0.2923335851510428,1.6424884364511845
22,1580034884.0,1580034905.0,0.1947720730972622,0.1947720730972622,1.0
23,1580034896.0,1580034967.0,0.38495596377650065,0.2465942451684469,1.5610906228307955
24,1580034694.0,1580035350.0,1.2409589473382232,1.1455844242777773,1.0832540326485094
25,1580034918.0,1580035688.0,0.9586155126084169,0.9586155126084168,1.0000000000000002
26,1580034964.0,1580034967.0,0.03491627858051313,0.0349162785805131,1.0000000000000009
27,444336009.0,1344566969.0,0.7909326499191953,0.4016486091056009,1.9692154584587256
28,1580034817.0,3249304309.0,0.8745584424277775,0.8163694261425031,1.071277799513179
29,444336013.0,1580034737.0,0.8198550295009228,0.5158645156971684,1.5892836288476335
30,1580034913.0,3249304308.0,0.5026039226186492,0.5026039226186492,1.0
31,1580034694.0,1580034913.0,0.7820852418884416,0.6709207921738881,1.1656893794487473
32,1580034888.0,1580035175.0,0.5798466143268339,0.49774033450317,1.1649580597192712
33,1580034883.0,1580035042.0,0.5032446233731461,0.3530289845371177,1.4255051154878606
34,1580035021.0,3994361361.0,0.018570759182580592,0.0185707591825805,1.000000000000005
35,1344566974.0,1580034817.0,0.5590381838524284,0.4686410450116187,1.192892064839452
36,1580035031.0,1580035350.0,0.45291805724230916,0.4529180572423091,1.0000000000000002
37,1580034694.0,1580034883.0,0.5785623440084916,0.5153787306474902,1.1225964705249312
38,1580034899.0,1580034920.0,1.4197240205406751,1.0788559188318207,1.3159533129112777
39,444336014.0,1580035137.0,1.1878190355062972,1.1709466114580245,1.0144092171950212
40,1580034888.0,1580035137.0,0.9079991967333825,0.9079991967333824,1.0000000000000002
41,1580034994.0,6051095782.0,0.39932774234266966,0.3993277423426696,1.0000000000000002
42,1580034744.0,1580034884.0,0.41817390722270564,0.2691038795865089,1.553949753029388
43,1580034879.0,1580034886.0,0.06290916393332888,0.0629091639333288,1.0000000000000013
44,1580034913.0,1580035688.0,1.7288774349019342,1.3954146863913246,1.2389703589640269
